epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
1,0,0.95592,0.95592,0.11949,280229,130703,149502
1,1,0.95342,0.95342,0.12593,12402,12371,1
1,2,0.95547,0.95547,0.12712,7267,7240,0
1,3,0.94823,0.94823,0.12391,6915,6881,0
1,4,0.95125,0.95125,0.12033,6940,6908,0
1,5,0.94502,0.94502,0.12975,5975,5947,0
1,6,0.94600,0.94600,0.12137,12506,12473,0
1,7,0.95287,0.95287,0.12152,8742,8711,0
1,8,0.95311,0.95311,0.12044,8294,8255,1
1,9,0.95038,0.95038,0.12315,7658,7625,0
1,10,0.95049,0.95049,0.12556,6927,6895,0
1,11,0.95179,0.95179,0.12658,6092,6066,0
1,12,0.94924,0.94924,0.11851,5987,5952,0
1,13,0.95064,0.95064,0.12634,5836,5806,0
1,14,0.95056,0.95056,0.11965,7289,7256,0
1,15,0.95191,0.95191,0.12161,6970,6942,0
1,16,0.95081,0.95081,0.12320,7780,7744,0
1,17,0.95576,0.95576,0.12692,17834,17795,0
1,18,0.94784,0.94784,0.12888,5858,5826,0
1,19,0.95167,0.95167,0.12435,6938,6906,0
1,20,0.95308,0.95308,0.12668,7243,7216,0
1,21,0.95193,0.95193,0.13050,6780,6745,0
2,0,0.94929,0.94929,0.12164,50970,42863,8085
2,1,0.95212,0.95212,0.12435,6455,6420,0
2,2,0.94387,0.94387,0.12362,6024,5999,0
2,3,0.94516,0.94516,0.12080,5888,5862,0
2,4,0.94984,0.94984,0.12881,5983,5951,0
2,5,0.95193,0.95193,0.12943,5932,5891,0
2,6,0.95070,0.95070,0.12384,6818,6783,2
2,7,0.95094,0.95094,0.12789,6977,6946,0
2,8,0.94937,0.94937,0.12353,7338,7306,0
2,9,0.94860,0.94860,0.13107,6942,6909,1
2,10,0.95000,0.95000,0.12237,5471,5440,0
2,11,0.94709,0.94709,0.12510,6300,6268,0
2,12,0.94314,0.94314,0.12719,6172,6147,0
2,13,0.95028,0.95028,0.12089,7157,7122,0
2,14,0.95188,0.95188,0.12141,6725,6685,0
2,15,0.95363,0.95363,0.11759,6632,6601,0
2,16,0.95097,0.95097,0.12968,8464,8440,0
2,17,0.95369,0.95369,0.12616,5295,5265,0
2,18,0.94825,0.94825,0.12938,7085,7053,0
