n_videos,horizons.1.forecast_l1,horizons.1.forecast_cos,horizons.1.persistence_l1,horizons.1.persistence_cos,horizons.1.n,horizons.2.forecast_l1,horizons.2.forecast_cos,horizons.2.persistence_l1,horizons.2.persistence_cos,horizons.2.n,horizons.3.forecast_l1,horizons.3.forecast_cos,horizons.3.persistence_l1,horizons.3.persistence_cos,horizons.3.n,horizons.4.forecast_l1,horizons.4.forecast_cos,horizons.4.persistence_l1,horizons.4.persistence_cos,horizons.4.n,horizons.5.forecast_l1,horizons.5.forecast_cos,horizons.5.persistence_l1,horizons.5.persistence_cos,horizons.5.n,horizons.6.forecast_l1,horizons.6.forecast_cos,horizons.6.persistence_l1,horizons.6.persistence_cos,horizons.6.n,horizons.7.forecast_l1,horizons.7.forecast_cos,horizons.7.persistence_l1,horizons.7.persistence_cos,horizons.7.n,horizons.8.forecast_l1,horizons.8.forecast_cos,horizons.8.persistence_l1,horizons.8.persistence_cos,horizons.8.n,horizons.9.forecast_l1,horizons.9.forecast_cos,horizons.9.persistence_l1,horizons.9.persistence_cos,horizons.9.n,horizons.10.forecast_l1,horizons.10.forecast_cos,horizons.10.persistence_l1,horizons.10.persistence_cos,horizons.10.n,sweep,cell
200,0.04201549470890313,0.35022649392485616,0.01306642364070285,0.03652367368340492,320,0.04738769996911287,0.4461971379816532,0.014044413707839947,0.04204396953185399,120,0.05055263768881559,0.512916499376297,0.013796356681268662,0.04111241549253464,40,0.05456088110804558,0.6005911385190899,0.013889662471824679,0.042320175417538346,29,0.05772507993074564,0.678619751563439,0.013872065402280826,0.042257526746163,26,0.06018286974479755,0.7379014833519856,0.01413874258287251,0.04438464343547821,24,0.06166871975768696,0.7761399082162164,0.014238968745551327,0.044946017590436066,22,0.06282491348683834,0.8059495344758034,0.014587623812258244,0.04630551636219025,20,0.06374318276842435,0.8268096794684728,0.014249795892586311,0.044845518138673574,18,0.06456024665385485,0.8429367658682168,0.014959097257815301,0.04901079460978508,16,S2_lambda_u,u0500
200,0.04052923591807485,0.33242227975279093,0.015700572598143482,0.05309989247471094,320,0.04374402134368817,0.38393009876211487,0.01683137461853524,0.06047504395246506,120,0.04542971011251211,0.40764149874448774,0.016354554705321787,0.05847354382276535,40,0.048719232837701666,0.46778896759296285,0.016548435942366206,0.06109242398163368,29,0.05110692519408006,0.5157021639438776,0.016354772047354624,0.05880295313321627,26,0.053727183025330305,0.5692056976258755,0.01684961875434965,0.06275985638300578,24,0.05603658678856763,0.6205973367799412,0.017156140667132357,0.0639120719649575,22,0.05834670923650265,0.6716391518712044,0.017017683666199445,0.06324050426483155,20,0.06010942885445224,0.7180125324262513,0.01661508758034971,0.06066843536165026,18,0.06199741503223777,0.7663834718987346,0.01731277268845588,0.06645046174526215,16,S3_forecast_loss,cos
200,0.041743810469051824,0.35721786227077246,0.010708593421441037,0.025054230727255343,320,0.047449051433553296,0.5080795387427012,0.011535645710925262,0.02873339056968689,120,0.05024256333708763,0.6293802306056022,0.011452573025599122,0.028671979904174805,40,0.052375995008082224,0.7329167214960888,0.011761772398162505,0.03139991801360558,29,0.05394479761329981,0.7982424887327048,0.011545096398689426,0.02998772034278283,26,0.05537771930297216,0.845527347487708,0.012032822996843606,0.03320867568254471,24,0.056087855926968834,0.869920055297288,0.012210111176087097,0.033665562217885796,22,0.05629865303635597,0.8880120446905494,0.01257540627848357,0.03475002944469452,20,0.05669360876911216,0.9027704819002085,0.012013809703704383,0.031737456719080605,18,0.05684074340388179,0.9056177884340286,0.012428057205397636,0.035025376826524734,16,S3_forecast_loss,l1
200,0.04234957229928114,0.3666967909783125,0.01161037623824086,0.02914676144719124,320,0.04743261359011133,0.45840571001172065,0.01237358854074652,0.03315312266349792,120,0.04914760673418641,0.4977400742471218,0.012069879134651273,0.031791315972805025,40,0.05267878904424865,0.5740386617594752,0.012254279106855392,0.03365730622719074,29,0.05652565294160293,0.6601083158300474,0.011946059584331054,0.03185020272548382,26,0.060089093477775656,0.7401479166001081,0.012472372773724297,0.03467842688163122,24,0.06268526088785041,0.7999192455952818,0.01270985704931346,0.03589872338555076,22,0.06430775001645088,0.8449867688119411,0.012979802209883928,0.0366227924823761,20,0.06548427376482222,0.8788101103984647,0.012306698106436266,0.03325177232424418,18,0.06668524304404855,0.9054813827387989,0.012963024957571179,0.03653077781200409,16,S3_forecast_loss,l1cos
200,0.04398635191610083,0.3857629423029721,0.01273622644803254,0.03518901914358139,320,0.04633449145282308,0.42877210130294163,0.01376652098648871,0.04082909872134526,120,0.048447804804891345,0.4731764756143093,0.013431115238927305,0.03985413908958435,40,0.052216571209759546,0.5584008796461697,0.013715749076599705,0.042532536490210174,29,0.055716158249057256,0.6449259450802436,0.013302095288124222,0.039742462910138644,26,0.058899478210757174,0.7226585069050392,0.013905164902098477,0.043097938100496926,24,0.06143849156796932,0.7800105254758488,0.014230278235944834,0.045266790823502975,22,0.06326566357165575,0.8233414433896542,0.014450912922620773,0.045603027939796446,20,0.06462798515955608,0.8555232501692243,0.013814842069728507,0.04196523626645406,18,0.06566680176183581,0.879320310195908,0.014441373525187373,0.04644179716706276,16,S4_encoder,frozen
200,0.041841423878213393,0.35971692139282824,0.014039319615403657,0.04503918942064047,320,0.04412147824962934,0.39595706164836886,0.01465937631049504,0.046419274310270944,120,0.044176537077873945,0.395119409263134,0.013501274026930332,0.03809628188610077,40,0.0465305690364591,0.43473574005324267,0.014010378801874045,0.04085349831087836,29,0.050780681606668696,0.5102759393361899,0.013720324979378628,0.03891408901948195,26,0.05580390493075053,0.6146370346347491,0.013192079844884574,0.03619621445735296,24,0.06065160171552138,0.7259505614638329,0.013653003610670567,0.039076249707828865,22,0.06424273308366538,0.8156279105693102,0.011958731850609184,0.030274760723114014,20,0.06692217662930489,0.8861450147297647,0.011450031410074897,0.030672725703981187,18,0.06864657951518893,0.9315516335191205,0.01264601107686758,0.03344472125172615,16,S4_encoder,ftuned
200,0.04289957451401279,0.3692455967888236,0.014126480695267674,0.04252996277064085,320,0.04731375522290667,0.44784480755527817,0.015126764588057996,0.04894241491953532,120,0.04879948636516929,0.47748305201530455,0.014691399969160556,0.04736903607845307,40,0.05212239137497442,0.5487899019800383,0.015052806618141717,0.05025562335704935,29,0.05634280279851877,0.6407847627997398,0.014995308592915535,0.04924289767558758,26,0.06104709301143885,0.7427999411399165,0.015519960317760706,0.052811041474342346,24,0.06479090519926765,0.8301043745807626,0.015590434766967188,0.052798095074566925,22,0.06757554281502962,0.8951959350146353,0.015680317766964436,0.05343884229660034,20,0.06946204726894696,0.9427506171373857,0.015385277931474976,0.051522142357296415,18,0.07079103030264378,0.97862351720687,0.016010323306545615,0.056972991675138474,16,S5_init,identity
200,0.012813659709354396,0.03545885067433119,0.012788876188278665,0.03532627057284117,320,0.013852977826415251,0.04096062531073888,0.013792925331896792,0.04061640401681264,120,0.013611425878480077,0.04042546898126602,0.01352881754282862,0.03996981680393219,40,0.013784415843286392,0.042396189837620175,0.013689359425213831,0.041786358274262525,29,0.013920654972585348,0.04236034475840055,0.01380514303365579,0.04167534754826473,26,0.014157914983419081,0.04490078488985697,0.014012259625208875,0.04390898843606313,24,0.014282160142267292,0.045460015535354614,0.014130770482800224,0.044312135739759964,22,0.014693247945979237,0.04740681052207947,0.014516728674061596,0.0461526483297348,20,0.014445594149745174,0.04521881871753269,0.014191310852766037,0.04388760858111911,18,0.015214305080007762,0.050680480897426605,0.014943865942768753,0.04906893149018288,16,S5_init,noresidual
200,0.04516723700799048,0.41744062434881923,0.011733539529086557,0.02988967876881361,320,0.05137290833517909,0.5393644198775291,0.012682249823895594,0.03435187687476476,120,0.05436007119715214,0.6049595847725868,0.012488538469187915,0.03381216526031494,40,0.05704142744171208,0.6676106833178421,0.012693392016507429,0.03665991281640941,29,0.059132290860781304,0.7141649814752432,0.012471920882280055,0.034839160167253934,26,0.06049348165591558,0.7502761284510294,0.013118619836556414,0.038394140700499214,24,0.06156332723119042,0.7749527056108821,0.013248412234877998,0.0388524667783217,22,0.06232973355799913,0.7941379562020302,0.013418122380971908,0.03949509561061859,20,0.06286952189273304,0.8102091766066022,0.012824916125585636,0.03621797760327657,18,0.06340227439068258,0.8275629733689129,0.013376289512962103,0.03972066566348076,16,S5_init,random
200,0.015815726114669814,0.05284139458090067,0.01579439367633313,0.05269958898425102,320,0.017132450228867432,0.061583045621713,0.017000211247553427,0.060645935436089836,120,0.01735870351549238,0.06364950239658355,0.017106965510174633,0.061683614552021024,40,0.01784307159611891,0.06928662185011239,0.017146956368253148,0.0648376962234234,29,0.018501421759048335,0.07339140314322251,0.01733592227817728,0.06471890211105347,26,0.019613478682003915,0.08204369246959686,0.017734016990289092,0.06787625700235367,24,0.020578339441933415,0.0888138169592077,0.01777358149940317,0.06782583756880327,22,0.021739417500793935,0.09847763776779175,0.01816856092773378,0.07072449028491974,20,0.023252711734837957,0.1116624375184377,0.017816952688412532,0.06919909516970317,18,0.025219884351827204,0.12797895446419716,0.018466732930392027,0.07276367023587227,16,S6_schedule,ep150
