epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
1,0,0.96049,0.94759,0.12897,38261,27165,11074
1,1,0.96231,0.94939,0.12917,3020,2995,0
1,2,0.96229,0.94979,0.12500,3043,3018,0
1,3,0.95889,0.94637,0.12518,3025,2998,0
1,4,0.96024,0.94822,0.12019,2901,2877,0
1,5,0.95730,0.94513,0.12176,3085,3061,0
1,6,0.95755,0.94573,0.11812,2902,2878,0
1,7,0.95568,0.94362,0.12060,3041,3016,0
1,8,0.95992,0.94752,0.12405,2977,2953,0
1,9,0.95619,0.94484,0.11343,2960,2937,0
1,10,0.95461,0.94299,0.11621,3069,3045,0
1,11,0.95861,0.94648,0.12131,3123,3098,0
1,12,0.95383,0.94260,0.11231,2837,2814,0
1,13,0.95782,0.94615,0.11676,2854,2829,0
1,14,0.95297,0.94118,0.11785,3647,3622,0
1,15,0.95771,0.94557,0.12131,13674,13650,0
1,16,0.95468,0.94324,0.11444,3378,3354,0
1,17,0.95398,0.94255,0.11432,2849,2824,0
1,18,0.94901,0.93744,0.11574,3822,3755,0
1,19,0.95505,0.94374,0.11305,3133,3109,0
1,20,0.95374,0.94213,0.11607,3337,3313,0
1,21,0.95162,0.94092,0.10697,2833,2809,0
2,0,0.94306,0.93200,0.11058,58983,50278,8683
2,1,0.94411,0.93340,0.10710,2813,2788,0
2,2,0.94111,0.92996,0.11149,2941,2917,0
2,3,0.94091,0.92949,0.11427,2931,2907,0
2,4,0.93688,0.92639,0.10496,2934,2910,0
2,5,0.94105,0.92916,0.11894,3210,3186,0
2,6,0.93725,0.92637,0.10880,4547,4523,0
2,7,0.93838,0.92762,0.10757,2854,2830,0
2,8,0.93093,0.92027,0.10661,3004,2980,0
2,9,0.92249,0.91215,0.10343,3605,3581,0
2,10,0.92331,0.91220,0.11112,3011,2986,0
2,11,0.92275,0.91298,0.09769,2951,2928,0
2,12,0.92214,0.91245,0.09692,2873,2849,0
2,13,0.92068,0.91034,0.10334,3022,2997,0
2,14,0.92350,0.91267,0.10826,2876,2852,0
2,15,0.91749,0.90773,0.09764,2915,2891,0
2,16,0.91722,0.90763,0.09592,2934,2910,0
2,17,0.91278,0.90287,0.09912,4131,4106,0
2,18,0.91153,0.90168,0.09852,3079,3055,0
2,19,0.91432,0.90484,0.09474,3152,3128,0
2,20,0.90840,0.89904,0.09366,2910,2885,0
2,21,0.91383,0.90395,0.09885,3234,3209,0
3,0,0.90767,0.89832,0.09345,11408,2825,8560
3,1,0.90353,0.89360,0.09931,2839,2815,0
3,2,0.91222,0.90281,0.09405,3197,3172,0
3,3,0.90542,0.89659,0.08832,2956,2932,0
3,4,0.90936,0.90010,0.09259,2918,2895,0
3,5,0.91183,0.90217,0.09666,2944,2920,0
3,6,0.89957,0.89046,0.09115,2926,2902,0
3,7,0.90082,0.89178,0.09037,2872,2847,0
3,8,0.90912,0.89980,0.09319,2821,2796,0
3,9,0.90719,0.89826,0.08929,4642,4618,0
3,10,0.90541,0.89626,0.09155,3880,3855,0
3,11,0.91189,0.90247,0.09423,2760,2736,0
3,12,0.90810,0.89987,0.08233,2995,2972,0
3,13,0.89364,0.88479,0.08849,2801,2776,0
3,14,0.89783,0.88917,0.08653,2856,2832,0
3,15,0.89269,0.88428,0.08407,2917,2893,0
3,16,0.89909,0.89001,0.09084,2865,2841,0
3,17,0.89161,0.88304,0.08568,2859,2836,0
3,18,0.89159,0.88263,0.08957,2712,2688,0
3,19,0.89064,0.88230,0.08338,2812,2789,0
3,20,0.88580,0.87704,0.08753,5656,5633,0
3,21,0.89303,0.88460,0.08432,2923,2899,0
4,0,0.89543,0.88678,0.08647,10347,3613,6712
4,1,0.89132,0.88334,0.07981,2934,2909,0
4,2,0.88537,0.87653,0.08840,2810,2786,0
4,3,0.88384,0.87562,0.08221,2847,2823,0
4,4,0.88367,0.87558,0.08090,2875,2851,0
4,5,0.88271,0.87454,0.08168,2864,2841,0
4,6,0.87705,0.86878,0.08272,2775,2751,0
4,7,0.87386,0.86635,0.07514,2862,2838,0
4,8,0.87126,0.86280,0.08463,2769,2746,0
4,9,0.87106,0.86284,0.08220,2789,2765,0
4,10,0.86805,0.85987,0.08176,2743,2720,0
4,11,0.86421,0.85565,0.08551,2861,2836,0
4,12,0.85555,0.84783,0.07717,2878,2854,0
4,13,0.85830,0.85009,0.08211,2838,2815,0
4,14,0.85644,0.84806,0.08379,2770,2746,0
