epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
epoch,itr,loss,loss_jepa,loss_forecast,iter-time(ms),gpu-time(ms),dataload-time(ms)
1,0,0.95806,0.94598,0.12084,38156,28805,9330
1,1,0.95809,0.94555,0.12546,3016,2993,0
1,2,0.96286,0.94982,0.13036,3054,3030,0
1,3,0.96053,0.94705,0.13483,3015,2992,0
1,4,0.95952,0.94794,0.11579,2900,2877,1
1,5,0.95788,0.94505,0.12833,3083,3061,0
1,6,0.95567,0.94405,0.11622,2904,2881,0
1,7,0.95984,0.94711,0.12730,3039,3017,0
1,8,0.95885,0.94605,0.12806,2966,2943,0
1,9,0.95717,0.94524,0.11931,2973,2950,0
1,10,0.95773,0.94595,0.11779,3075,3052,0
1,11,0.95642,0.94472,0.11704,3101,3003,0
1,12,0.95389,0.94240,0.11497,2843,2820,0
1,13,0.95786,0.94663,0.11230,2866,2843,0
1,14,0.95157,0.94006,0.11510,3642,3619,0
1,15,0.95769,0.94570,0.11991,13675,13652,0
1,16,0.95610,0.94513,0.10975,3380,3357,0
1,17,0.95507,0.94395,0.11120,2848,2825,0
1,18,0.94952,0.93773,0.11788,3822,3799,0
1,19,0.95216,0.94140,0.10762,3133,3110,0
1,20,0.95226,0.94107,0.11193,3338,3315,0
1,21,0.95093,0.93968,0.11255,2846,2824,0
2,0,0.94602,0.93572,0.10301,58964,50816,8126
2,1,0.94435,0.93342,0.10929,2805,2782,0
2,2,0.94015,0.92983,0.10324,2947,2924,0
2,3,0.93929,0.92899,0.10300,2931,2908,0
2,4,0.94424,0.93353,0.10709,2934,2911,0
2,5,0.93763,0.92642,0.11216,3210,3187,0
2,6,0.93293,0.92183,0.11100,4548,4525,0
2,7,0.93146,0.92066,0.10802,2856,2833,0
2,8,0.93007,0.92002,0.10054,2986,2963,0
2,9,0.92436,0.91290,0.11460,3623,3600,0
2,10,0.92098,0.91111,0.09872,2996,2973,0
2,11,0.92419,0.91453,0.09656,2951,2928,0
2,12,0.92369,0.91364,0.10047,2896,2873,0
2,13,0.92111,0.91141,0.09700,3003,2979,0
2,14,0.92258,0.91179,0.10786,2879,2856,0
2,15,0.91755,0.90788,0.09671,2921,2899,0
2,16,0.91637,0.90654,0.09833,2933,2910,0
2,17,0.91165,0.90220,0.09449,4132,4110,0
2,18,0.90951,0.90015,0.09360,3078,3056,0
2,19,0.91460,0.90463,0.09969,3153,3130,0
2,20,0.90884,0.89857,0.10276,2899,2876,0
2,21,0.91028,0.90130,0.08983,3244,3221,0
3,0,0.90889,0.89960,0.09291,11399,5007,6370
3,1,0.90695,0.89702,0.09929,2853,2830,0
3,2,0.90667,0.89765,0.09021,3190,3167,0
3,3,0.91083,0.90165,0.09182,2944,2920,0
3,4,0.90321,0.89376,0.09450,2932,2909,0
3,5,0.91607,0.90622,0.09847,2944,2921,0
3,6,0.90119,0.89231,0.08876,2944,2921,0
3,7,0.90568,0.89701,0.08674,2863,2840,0
3,8,0.91087,0.90198,0.08886,2800,2777,0
3,9,0.90519,0.89659,0.08600,4654,4631,0
3,10,0.90533,0.89627,0.09059,3880,3856,0
3,11,0.90947,0.90046,0.09009,2768,2745,0
3,12,0.90954,0.90073,0.08808,3000,2976,0
3,13,0.89400,0.88591,0.08086,2788,2765,0
3,14,0.90094,0.89175,0.09187,2840,2818,0
3,15,0.89346,0.88521,0.08246,2922,2900,0
3,16,0.89791,0.88913,0.08780,2861,2838,0
3,17,0.89241,0.88361,0.08798,2869,2846,0
3,18,0.88769,0.87927,0.08417,2697,2675,0
3,19,0.88877,0.88036,0.08410,2830,2807,0
3,20,0.88673,0.87883,0.07900,5654,5631,0
3,21,0.89454,0.88602,0.08525,2924,2902,0
4,0,0.89222,0.88377,0.08453,10346,4266,6057
4,1,0.88556,0.87772,0.07842,2934,2911,0
4,2,0.88616,0.87795,0.08207,2813,2790,0
4,3,0.88296,0.87439,0.08569,2843,2820,0
4,4,0.87523,0.86705,0.08183,2863,2840,0
4,5,0.88041,0.87240,0.08005,2875,2853,0
4,6,0.87885,0.87025,0.08600,2774,2751,0
4,7,0.87464,0.86640,0.08247,2850,2827,0
4,8,0.87041,0.86189,0.08521,2774,2751,0
4,9,0.87215,0.86387,0.08277,2783,2760,0
4,10,0.86907,0.86120,0.07867,2757,2733,0
4,11,0.86334,0.85505,0.08291,2860,2838,0
4,12,0.85638,0.84838,0.07996,2875,2852,0
4,13,0.86125,0.85308,0.08170,2844,2820,0
4,14,0.85657,0.84853,0.08040,2770,2748,0
4,15,0.84551,0.83754,0.07968,2781,2759,0
4,16,0.85277,0.84482,0.07948,2763,2740,0
4,17,0.84516,0.83697,0.08187,2740,2717,0
4,18,0.85053,0.84297,0.07554,2841,2818,0
4,19,0.84476,0.83701,0.07747,2873,2850,0
4,20,0.83371,0.82589,0.07824,2830,2808,0
4,21,0.83124,0.82350,0.07738,2806,2783,0
5,0,0.83556,0.82790,0.07661,10403,2812,7569
5,1,0.82825,0.82026,0.07985,2802,2780,0
5,2,0.83016,0.82184,0.08327,2983,2960,0
5,3,0.81773,0.81027,0.07460,2880,2856,0
